ticker,date
so,2024-08-01
so,2024-05-02
so,2024-02-15
so,2023-11-02
so,2023-08-03
so,2023-04-27
so,2023-02-16
so,2022-10-27
so,2022-07-28
so,2022-04-28
so,2022-02-17
so,2021-11-04
duk,2026-08-04
duk,2026-05-05
duk,2026-02-10
duk,2025-11-07
duk,2025-08-05
duk,2025-05-06
duk,2025-02-13
duk,2024-11-07
duk,2024-08-06
duk,2024-05-07
duk,2024-02-08
duk,2023-11-02
duk,2023-08-08
duk,2023-05-09
duk,2022-11-04
duk,2022-08-04
duk,2022-05-09
duk,2022-02-10
duk,2021-11-04
duk,2021-08-05
awk,2026-10-29
awk,2026-07-29
awk,2026-04-29
awk,2026-02-18
awk,2025-10-29
awk,2025-07-30
awk,2025-05-01
awk,2025-02-19
awk,2024-10-30
awk,2024-08-01
awk,2024-05-01
awk,2024-02-14
awk,2023-11-01
awk,2023-07-26
awk,2023-04-26
awk,2023-02-15
awk,2022-10-31
awk,2022-07-27
awk,2022-04-27
awk,2022-02-16
mcd,2026-08-04
mcd,2026-05-07
mcd,2026-02-11
mcd,2025-11-05
mcd,2025-08-06
mcd,2025-05-01
mcd,2025-02-10
mcd,2024-10-29
mcd,2024-07-29
mcd,2024-04-30
mcd,2024-02-05
mcd,2023-10-30
mcd,2023-07-27
mcd,2023-04-25
mcd,2023-01-31
mcd,2022-10-27
mcd,2022-07-26
mcd,2022-04-28
mcd,2022-01-27
mcd,2021-10-27
nee,2026-07-24
nee,2026-04-23
nee,2026-01-27
nee,2025-10-28
nee,2025-07-23
nee,2025-04-23
nee,2025-01-24
nee,2024-10-23
nee,2024-07-24
nee,2024-04-23
nee,2024-01-25
nee,2023-10-24
nee,2023-04-25
nee,2023-01-25
nee,2022-10-28
nee,2022-07-22
nee,2022-04-21
nee,2022-01-25
nee,2021-10-20
nee,2021-07-23
